[0.4282860567319217, 0.2964442668797443, 0.275269676388334]
[0.4942069516580104, 0.17499001198561726, 0.33080303635637237]
[0.26448262085497404, 0.09228925289652418, 0.6432281262485018]
[0.19296843787455054, 0.337594886136636, 0.46943667598881345]
[0.6436276468238115, 0.11146624051138633, 0.24490611266480225]
[0.2980423491809828, 0.27886536156612063, 0.42309228925289655]
[0.34918098282061527, 0.46664003196164605, 0.1841789852177387]
[0.31721933679584496, 0.3583699560527367, 0.3244107071514183]
[0.2508989212944467, 0.6116660007990411, 0.1374350779065122]
[0.3160207750699161, 0.30523371953655615, 0.37874550539352775]
[0.058330003995205756, 0.23411905713144227, 0.707550938873352]
[0.0007990411506192569, 0.009188973232121454, 0.9900119856172593]
[0.37594886136636035, 0.29604474630443467, 0.328006392329205]
[0.07271274470635238, 0.42309228925289655, 0.5041949660407511]
[0.6032760687175389, 0.37275269676388334, 0.023971234518577706]
[0.06671993607670795, 0.37035557331202557, 0.5629244906112665]
[0.33919296843787455, 0.42788653615661204, 0.23292049540551338]
[0.16939672393128247, 0.47542948461845785, 0.3551737914502597]
[0.17299240910906913, 0.2640831002796644, 0.5629244906112665]
[0.1446264482620855, 0.5005992808629645, 0.35477427087495006]
[0.29244906112664804, 0.36156612065521376, 0.34598481821813826]
[0.8122253296044746, 0.1534159009188973, 0.03435876947662805]
[0.0007990411506192569, 0.7998401917698762, 0.1993607670795046]
[0.3975229724330803, 0.45385537355173794, 0.1486216540151818]
[0.3160207750699161, 0.19176987614862165, 0.4922093487814622]
[0.10147822612864563, 0.6304434678385937, 0.26807830603276067]
